timestep,c_com_1[1],c_com_1[2],c_com_1[3],c_com_2[1],c_com_2[2],c_com_2[3],c_vel_1[1],c_vel_1[2],c_vel_1[3],c_vel_2[1],c_vel_2[2],c_vel_2[3],c_q_1[1],c_q_1[2],c_q_1[3],c_q_1[4],c_q_2[1],c_q_2[2],c_q_2[3],c_q_2[4],c_av_1[1],c_av_1[2],c_av_1[3],c_av_2[1],c_av_2[2],c_av_2[3],c_am_1[1],c_am_1[2],c_am_1[3],c_am_2[1],c_am_2[2],c_am_2[3],c_i_1[1],c_i_1[2],c_i_1[3],c_i_2[1],c_i_2[2],c_i_2[3]
210000.0,70.4366,91.9909,12.1726,68.3869,87.2095,10.9542,-0.721726,0.470919,0.529492,-0.703238,-0.906935,-0.59089,-0.686361,-0.683907,-0.0100315,0.247141,-0.9191,0.0835742,-0.120104,0.36585,-1.26057,-0.922772,-0.0418502,-0.829578,0.151182,-0.109084,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
220000.0,70.3644,92.0379,12.2255,68.3166,87.1189,10.8951,-0.722257,0.469662,0.529162,-0.702707,-0.905678,-0.59056,-0.700715,-0.692474,0.00135962,0.171686,-0.93391,0.0862115,-0.11841,0.326126,-1.27071,-0.909086,-0.0342558,-0.829652,0.153934,-0.10458,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
230000.0,70.2921,92.0848,12.2784,68.2463,87.0284,10.8361,-0.722787,0.468369,0.528803,-0.702176,-0.904385,-0.590201,-0.710665,-0.696911,0.0136516,0.0953133,-0.947069,0.0885449,-0.116286,0.285828,-1.28118,-0.89444,-0.029415,-0.829498,0.157384,-0.100587,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
240000.0,70.2198,92.1316,12.3313,68.1761,86.938,10.7771,-0.723317,0.467041,0.528414,-0.701647,-0.903057,-0.589812,-0.716199,-0.697137,0.0267768,0.0185042,-0.958551,0.0905988,-0.113721,0.24503,-1.29173,-0.879195,-0.0274478,-0.829121,0.161433,-0.0972203,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
250000.0,70.1474,92.1782,12.3841,68.106,86.8477,10.7181,-0.723847,0.465677,0.527997,-0.701117,-0.901693,-0.589395,-0.717333,-0.693099,0.0406563,-0.0582574,-0.968333,0.0924,-0.110704,0.20381,-1.3021,-0.86373,-0.028403,-0.828532,0.165965,-0.0945769,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
260000.0,70.075,92.2247,12.4369,68.0359,86.7576,10.6592,-0.724375,0.464278,0.527551,-0.700588,-0.900294,-0.588949,-0.714112,-0.684769,0.0552012,-0.134489,-0.976394,0.0939772,-0.107232,0.162245,-1.31203,-0.848429,-0.032257,-0.827748,0.170849,-0.0927325,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
270000.0,70.0026,92.2711,12.4896,67.9659,86.6677,10.6003,-0.724903,0.462844,0.527076,-0.70006,-0.89886,-0.588474,-0.706608,-0.672147,0.0703122,-0.209713,-0.982718,0.0953604,-0.103307,0.120415,-1.32128,-0.833671,-0.0389141,-0.82679,0.175945,-0.0917402,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
280000.0,69.93,92.3173,12.5423,67.8959,86.5779,10.5415,-0.725431,0.461374,0.526572,-0.699533,-0.89739,-0.58797,-0.694918,-0.65526,0.0858814,-0.283458,-0.987288,0.0965803,-0.0989339,0.0783958,-1.32961,-0.819822,-0.0482093,-0.825687,0.181106,-0.0916284,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
290000.0,69.8575,92.3633,12.595,67.826,86.4882,10.4828,-0.725958,0.459869,0.526039,-0.699006,-0.895885,-0.587437,-0.679164,-0.634162,0.101792,-0.355264,-0.990094,0.0976679,-0.094124,0.036266,-1.33683,-0.807225,-0.059912,-0.824471,0.186185,-0.0924003,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
300000.0,69.7849,92.4093,12.6475,67.7561,86.3987,10.424,-0.726484,0.458329,0.525477,-0.69848,-0.894345,-0.586875,-0.659494,-0.608937,0.11792,-0.424685,-0.991126,0.0986538,-0.0888935,-0.00589699,-1.34274,-0.796194,-0.0737319,-0.823176,0.191035,-0.0940339,-3.89824,-2.64148,-0.440925,-4.92374,1.06792,-0.733328,3.0,3.0,6.0,6.0,3.0,3.0
